id,review,aspects
253,One of the best app i ever seen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
254,This app is very imfortant for every muslim..,"[{'aspect': 'app', 'polarity': 'Positive'}]"
255,One of great apps i have ever installed May Allah Azawajal Give U Jaza e khair..,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
256,"Using it since years, best resource for tafseer and word to word SubhanAllah may Allah accept from you guys and reward you all abundantly for your efforts!","[{'aspect': 'tafseer', 'polarity': 'Positive'}]"
257,MashaAllah la hawala wala quwatta. I'm very much impressed by the application. Jazakallah khayr,"[{'aspect': 'application', 'polarity': 'Positive'}]"
258,"My observation app is very good. But it would be better if provided without any ad, as this is a islamic app.","[{'aspect': 'ad', 'polarity': 'Negative'}]"
259,Thanks for sharing this excellent app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
260,"Very Good App, Best App & I Don't Have Words To Explain. May Allah Bless You","[{'aspect': 'App', 'polarity': 'Positive'}]"
261,The best Quran APP i have ever used.,"[{'aspect': 'APP', 'polarity': 'Positive'}]"
262,It has been a lovely experience with this app ever since I downloaded it. It is one of the best Quran app you can see around.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
263,"Absolutely life saving - my 'go to' app for everything; helps with understanding what I'm reading, also helps with my arabic language studies and memorisation of Qur'an. May Allah SWT reward the makers of this app abundantly. Ameen","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'memorisation', 'polarity': 'Positive'}]"
264,Alhamdulillah I'm very much happy to have this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
266,"The best in the world 🗺 It comes with many highly advanced important features, user friendly, does not bombard you with needless ads. I fully recommend this!","[{'aspect': 'features', 'polarity': 'Positive'}, {'aspect': 'ads', 'polarity': 'Positive'}]"
267,App got hanged when back from library. Need to fix the bug.,"[{'aspect': 'hanged', 'polarity': 'Negative'}]"
268,I love it. The application I have been waiting for.,"[{'aspect': 'application', 'polarity': 'Positive'}]"
270,The best. May Allah bless the developers of this amazing app.,"[{'aspect': 'developers', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]"
271,"Alhamdulillah..great app.. I pray, there would be local language for its tafsir soon..","[{'aspect': 'app', 'polarity': 'Negative'}]"
272,May Allah reward you developers highest positions in Jannah.,"[{'aspect': 'developers', 'polarity': 'Positive'}]"
273,"Ma sha Allah, Jazakallahu to the developer","[{'aspect': 'developer', 'polarity': 'Neutral'}]"
274,"This app is yet another excellent work from a team of dedication. Clean, intuitive interface, easy to use and understand. Lots of helpful features also. A nice resource for understanding quran while on the move.","[{'aspect': 'team', 'polarity': 'Positive'}]"
275,Jazak Allahu Khayran team who made this kind of application for the ummah. Alhamdulillah.,"[{'aspect': 'team', 'polarity': 'Neutral'}]"
276,Very Very Very Useful app Alhamdulillah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
277,"Alhamdulillahi Rabil Alamin, it made it easy for me to understand the Quran","[{'aspect': 'Quran', 'polarity': 'Positive'}]"
278,Really great app. Love the features and having the meaning word by word masha Allah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
279,"Assalamualaikum, This is my dream app. I didn't noticed this app before. So I thought I should develop this kind of app. Now I found this. This is the best Quran app on play store. Jazakallah khairan","[{'aspect': 'play store', 'polarity': 'Positive'}]"
280,JazakAllahu khairan for this app,"[{'aspect': 'app', 'polarity': 'Neutral'}]"
281,Excellent! Quran word by word is helpful for quranic arabic language student. Good job done. Jazakallahu khairan,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
282,"Im not even open this app yet but jm sure it will be good ... And a jazakAllah to those who make apps like this .,!","[{'aspect': 'app', 'polarity': 'Negative'}]"
283,Bengali means account very good app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
284,I really love it and it's a really helpful app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
285,this is really great practical app for as a Muslim...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
286,Ma sha allah Very very informative app... One of thr the best app I have seen till now.. 💯,"[{'aspect': 'app', 'polarity': 'Positive'}]"
287,Best app please include prayer time in this app,"[{'aspect': 'app', 'polarity': 'Neutral'}, {'aspect': 'prayer', 'polarity': 'Neutral'}]"
288,Great app with great features for our holy Quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
289,Annoying ad and nasty bad ad. Please make it ad free as it is Muslim app,"[{'aspect': 'ad', 'polarity': 'Negative'}, {'aspect': 'ad', 'polarity': 'Negative'}]"
290,"Translations are easy to understand especially for Non Arabs........ I love how a reminder pop up to read a verse, it makes it easy to remember Allah's word morning and evening","[{'aspect': 'Translations', 'polarity': 'Positive'}, {'aspect': 'reminder', 'polarity': 'Positive'}]"
291,"With the help of this software, Even a bigner can enjoy the Holly Quran I do support.","[{'aspect': 'software', 'polarity': 'Positive'}, {'aspect': 'Holly Quran', 'polarity': 'Positive'}]"
292,JazakAllah for the amazing app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
293,Very Very Nice Informative Apps. This is a helpful Application for all of us. Thanks to Developer.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
294,Very usefull for studing Islamic subject to us the apps.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
295,Satisfied all my needs Alhamdulillah,"[{'aspect': 'needs', 'polarity': 'Positive'}]"
297,Add the app in the home screen please,"[{'aspect': 'app', 'polarity': 'Negative'}]"
298,The best quran app so far. Thank you. May allah bless you and grant you success.,"[{'aspect': 'allah', 'polarity': 'Positive'}]"
299,Very well I never saw this program is very cool Thanks team Al-Quran,"[{'aspect': 'program', 'polarity': 'Positive'}, {'aspect': 'team', 'polarity': 'Positive'}]"
300,"Thank you, it's a helpful application.","[{'aspect': 'application', 'polarity': 'Positive'}]"
301,One of the best Qur'an apps ever. May Allah bless the developers,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
302,"This app has severe issues, doesn't work, always stops, uninstalled and then re installing, now it's not even getting downloaded. Have been using and benefitting for few years now, Alh'amdulillah... but now it's not working.","[{'aspect': 'app', 'polarity': 'Negative'}]"
303,"Very helpful app, i can read Quran, when ever, i want. Thumb up, thank you so much.","[{'aspect': 'app', 'polarity': 'Positive'}]"
304,Mashallah very good decorated app keep it up,"[{'aspect': 'app', 'polarity': 'Positive'}]"
305,Ma-sha-allah! Very useful app for me!!!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
307,"Everyone needs to download dis app is so helpful,,,, so good may the Almighty Allah grant you jannah....","[{'aspect': 'app', 'polarity': 'Positive'}]"
309,"Best app, but can't reduce volume while put azan as alarm.","[{'aspect': 'volume', 'polarity': 'Negative'}]"
310,There is always peace in reading Al Qur'an..I personally loved this app and found it very helpful ❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
311,"This application is the best, may Allah bless you akhi, Jazakumullahu khairan","[{'aspect': 'application', 'polarity': 'Positive'}, {'aspect': 'akhi', 'polarity': 'Positive'}]"
312,"Why isn't it possible to play audios. I tried a number of times, but failed. Could you fix the problem or tell me the way to fix it?","[{'aspect': 'audios', 'polarity': 'Negative'}]"
313,Very nice app. All in one platform for Muslims. Very useful for us.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
315,Great; I love this app. SPIRITUALLY MOTIVATIONAL.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
317,"It a very amazing app, easy to navigate, search for any aspect of Deen. It's a must have for every Muslim","[{'aspect': 'app', 'polarity': 'Positive'}]"
319,"It's a very benificial App..💖💓💖 (Alhamdulillah its gave me a chance to understand The Holy Book Qur'an , the features of this App is very useful & easy to use .👍)","[{'aspect': 'App', 'polarity': 'Positive'}]"
320,The best Al Quran APP I've come across so far.,"[{'aspect': 'APP', 'polarity': 'Positive'}]"
321,Amazing app with manu useful features. I like the word by word translation and the tafsir. More importantly is I can use it offline. Masya Allah. Jazakallah Khair for this App.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}, {'aspect': 'offline', 'polarity': 'Positive'}]"
323,It's very useful...I think it's the only perfect Quran app that exists with so many features...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
324,Apt. Very good source of learning Arabic language. Very flexible to use.may Allah reward you abundantly,"[{'aspect': 'learning', 'polarity': 'Positive'}, {'aspect': 'use', 'polarity': 'Positive'}]"
325,very very necessary apps for muslim. everyone should have it,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
326,It is an excellent and smooth to use but there r some explanations r not mentioned as originally been recorded in its tafseer some part is missing. Please add that.,"[{'aspect': 'use', 'polarity': 'Positive'}, {'aspect': 'tafseer', 'polarity': 'Negative'}]"
327,The best Quran apps for me. Love the word by word meaning. Great job!,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
328,I love it reading the Quran because it also explains the arabic text thus makes you understand better. Alhamdulillah.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
329,Great App with tarjuna and tafseer in different languages Ma Shaa Allah Great work! Ayat reminders are usually linked to my inner state,"[{'aspect': 'tarjuna', 'polarity': 'Positive'}]"
330,Thanks an excellent Quran app fantastic,"[{'aspect': 'app', 'polarity': 'Positive'}]"
331,I feel satisfied to use this app. Alhamdulillah.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
332,"This app is really splendid beyond my thought. Undoubtedly,those who, have created this app, are really extraordinary.","[{'aspect': 'app', 'polarity': 'Positive'}]"
333,Very pleased with the beautiful way its written and how the app is laid out. Very user friendly.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
334,"Very useful ,every Muslim should install this","[{'aspect': 'install', 'polarity': 'Positive'}]"
335,"love it, but lack controls or setting in audio player. need more improvement insha'Allah","[{'aspect': 'controls', 'polarity': 'Negative'}]"
336,A nice app for practicing Muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
337,Sometimes gets hanged when qiraat is to be downloaded,"[{'aspect': 'downloaded', 'polarity': 'Negative'}]"
338,fruitful apps thanks admin and others,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
339,Alhamdulillah. It’s a very amazing app. I using it multipurpose way in my daily life. A great job done by Muslim Bangla brothers team🧡,"[{'aspect': 'app', 'polarity': 'Positive'}]"
340,"Very excellent, helpful Islamic apps. It's easy to read and every topic is cleared to us.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
341,"Alhamdulillah That app is very useful for me,, Thank you for making that app,, Love this❤️","[{'aspect': 'app', 'polarity': 'Positive'}]"
343,"It is really amazing, fantastic app. I always follow this app which helps me in many ways. Thanks this app","[{'aspect': 'app', 'polarity': 'Positive'}]"
344,It's the best app I've used so far,"[{'aspect': 'app', 'polarity': 'Positive'}]"
345,This is the best app I have ever seen. But the recitation of the Quran cannot be downloaded. Please fixed the problem as soon as possible then I will rate it 5 star.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
346,"Recently I have been having trouble with the pins on the ayahs. It doesn't save the ayah on which I place the pins, rather it shows me the last ayah which i had bookmarked.","[{'aspect': 'pins', 'polarity': 'Negative'}]"
347,"I love love this app! Thank you for this incredible app, make us easy to do tadabbur and even enjoy recitation.","[{'aspect': 'app', 'polarity': 'Positive'}]"
348,This app is very good for studying the Glorious Quran. It makes it easier for callers to get to know of the verses of the Quran that relates to their talk. Alhamdulilah. Alhamdulilah for this app is a blessing.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
350,Best app for learning Quran and no ads. Masahallah.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'ads', 'polarity': 'Positive'}]"
351,One of the best intuitive application I have came across. Jazak Allah Khair,"[{'aspect': 'application', 'polarity': 'Positive'}]"
352,Has a lott of features like adding pins..which very useful..and the tafsir and tajweed option.. never used such an awesome app like this,"[{'aspect': 'tafsir', 'polarity': 'Positive'}, {'aspect': 'tajweed', 'polarity': 'Positive'}]"
353,"it is one of the best copies of Qur'an out there. very descriptive, easy to understand translation, very clear Arabic writing style. best part for me is the word by word translation. highly recommended to download.","[{'aspect': 'translation', 'polarity': 'Positive'}, {'aspect': 'writing style', 'polarity': 'Positive'}]"
354,"Ma Sha Allah.. As a user,I'm satisfied.","[{'aspect': 'user', 'polarity': 'Positive'}]"
355,"It's been absolutely amazing, lovely App","[{'aspect': 'App', 'polarity': 'Positive'}]"
356,Very good application. Easy to use.,"[{'aspect': 'application', 'polarity': 'Positive'}]"
357,very useful and handy app. Leaned a lot from it.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
358,This application made it easy to get into touch with quran with tafseer. May Allah bless all the developer who worked hard on this purpose.May Allah accept their labour & reward them,"[{'aspect': 'tafseer', 'polarity': 'Neutral'}, {'aspect': 'developer', 'polarity': 'Positive'}]"
359,Masha Allah a holy book that help us to do the right things. Is very good and readable.,"[{'aspect': 'book', 'polarity': 'Positive'}]"
